"PROCESSING_CODE","POS_DATA","Transaction.Amount","Merchant.Category.Code","Response.Code","POS.Entry.Mode"
4000,"1.01E+11",955.88,5999,0,"???"
4000,"1.01E+11",2063.25,5812,0,"???"
4000,"1.01E+11",153,5812,0,"???"
4000,"1.01E+11",759,4900,0,"???"
4000,"1.01E+11",323,5812,0,"???"
4000,"1.01E+11",11598,4511,0,"???"
4000,"1.01E+11",807,5812,0,"???"
4000,"1.01E+11",280,4900,0,"???"
4000,"1.01E+11",4487,4511,0,"???"
4000,"1.01E+11",6137,6300,0,"???"
4000,"1.01E+11",128.9,5999,0,"???"
4000,"1.01E+11",398,4814,0,"???"
4000,"1.01E+11",173,5812,116,"???"
4000,"1.01E+11",5060,4722,0,"???"
4000,"1.01E+11",350,8999,0,"???"
4000,"1.01E+11",773,7011,0,"???"
4000,"1.01E+11",4090.2,6300,0,"???"
4000,"1.01E+11",2462.25,5812,0,"???"
4000,"1.01E+11",199,5999,116,"???"
4000,"1.01E+11",4090,4900,191,"???"
4000,"1.01E+11",2000,5999,0,"???"
4000,"1.01E+11",500,5999,0,"???"
4000,"1.01E+11",200,5999,0,"???"
4000,"1.01E+11",1357,4814,0,"???"
4000,"1.01E+11",158,5999,0,"???"
4000,"1.01E+11",20000,5999,0,"???"
4000,"1.01E+11",14000,5999,0,"???"
4000,"1.01E+11",1000,5999,0,"???"
4000,"1.01E+11",20000,5999,0,"???"
4000,"1.01E+11",34505.9,5999,116,"???"
4000,"1.01E+11",99005.9,5999,0,"???"
4000,"1.01E+11",1500,5999,0,"???"
4000,"1.01E+11",6000,5999,0,"???"
4000,"1.01E+11",1500,5999,0,"???"
4000,"1.01E+11",1000,5999,0,"???"
4000,"1.01E+11",165,5999,0,"???"
4000,"1.01E+11",1059,4814,0,"???"
4000,"1.01E+11",1740.24,6300,0,"???"
4000,"1.01E+11",10000,5999,0,"???"
4000,"1.01E+11",25000,5999,122,"???"
4000,"1.01E+11",25000,5999,0,"???"
4000,"1.01E+11",700,5999,0,"???"
4000,"1.01E+11",99005.9,5999,0,"???"
4000,"1.01E+11",50,4814,0,"???"
4000,"1.01E+11",2842.24,5999,0,"???"
4000,"1.01E+11",50,4814,0,"???"
4000,"1.01E+11",3970,4900,0,"???"
4000,"1.01E+11",1450,4900,0,"???"
4000,"1.01E+11",7000,4814,0,"???"
4000,"1.01E+11",10000,5999,0,"???"
4000,"1.01E+11",200,5999,0,"???"
4000,"1.01E+11",1000,5999,0,"???"
4000,"1.01E+11",1623,7399,0,"???"
4000,"1.01E+11",3000,5999,0,"???"
4000,"1.01E+11",2000,5999,122,"???"
4000,"1.01E+11",1147,5999,0,"???"
4000,"1.01E+11",2087,4900,0,"???"
4000,"1.01E+11",755,5999,0,"???"
4000,"1.01E+11",100,5999,0,"???"
4000,"1.01E+11",140,5999,0,"???"
4000,"1.01E+11",100,5999,0,"???"
4000,"1.01E+11",100,5999,0,"???"
4000,"1.01E+11",125,5999,0,"???"
4000,"1.01E+11",4120,5999,0,"???"
4000,"1.01E+11",641.63,5999,0,"???"
4000,"1.01E+11",11999,5999,0,"???"
4000,"1.01E+11",146,5999,0,"???"
4000,"1.01E+11",578,5999,0,"???"
4000,"1.01E+11",441,5999,0,"???"
4000,"1.01E+11",1200,5999,0,"???"
4000,"1.01E+11",11999,5999,0,"???"
4000,"1.01E+11",10000,5999,0,"???"
4000,"1.01E+11",11000,5999,122,"???"
4000,"1.01E+11",1000,5999,0,"???"
4000,"1.01E+11",500,5999,0,"???"
4000,"1.01E+11",972,5999,0,"???"
4000,"1.01E+11",2500,5999,0,"???"
4000,"1.01E+11",61.4,5999,0,"???"
4000,"1.01E+11",2000,5999,116,"???"
4000,"1.01E+11",11999,5999,0,"???"
4000,"1.01E+11",1500,4814,0,"???"
4000,"1.01E+11",1600,4814,0,"???"
4000,"1.01E+11",100,4814,0,"???"
4000,"1.01E+11",2400,4814,0,"???"
4000,"1.01E+11",100,5999,0,"???"
4000,"1.01E+11",400,5999,0,"???"
4000,"1.01E+11",240,5999,0,"???"
4000,"1.01E+11",349,5999,0,"???"
4000,"1.01E+11",575,5999,0,"???"
4000,"1.01E+11",200,5999,0,"???"
4000,"1.01E+11",200,5999,122,"???"
4000,"1.01E+11",70.1,5999,0,"???"
4000,"1.01E+11",185.4,7399,0,"???"
4000,"1.01E+11",118.34,5999,0,"???"
4000,"1.01E+11",387.17,5511,0,"???"
4000,"1.01E+11",500,5999,0,"???"
4000,"1.01E+11",1301,5999,0,"???"
4000,"1.01E+11",2039,5999,0,"???"
4000,"1.01E+11",49,4814,0,"???"
4000,"1.01E+11",490,5999,0,"???"
4000,"1.01E+11",4000,5999,0,"???"
4000,"1.01E+11",10000,5999,100,"???"
4000,"1.01E+11",5000,5999,100,"???"
4000,"1.01E+11",109,5999,0,"???"
4000,"1.01E+11",440,5999,0,"???"
4000,"1.01E+11",650,5999,0,"???"
4000,"1.01E+11",190,4814,0,"???"
4000,"1.01E+11",12998,4722,122,"???"
4000,"1.01E+11",955,4814,0,"???"
4000,"1.01E+11",825,4814,0,"???"
4000,"1.01E+11",825,4814,0,"???"
4000,"1.01E+11",589,4814,0,"???"
4000,"1.01E+11",800,5999,0,"???"
4000,"1.01E+11",8000,5999,0,"???"
4000,"1.01E+11",100,4814,0,"???"
4000,"1.01E+11",578.5,7399,0,"???"
4000,"1.01E+11",25643.9,4900,0,"???"
4000,"1.01E+11",377,5999,0,"???"
4000,"1.01E+11",1445,4112,0,"???"
4000,"1.01E+11",1445,4112,0,"???"
4000,"1.01E+11",1210,4112,0,"???"
4000,"1.01E+11",1185,4112,0,"???"
4000,"1.01E+11",1210,4112,0,"???"
4000,"1.01E+11",1445,4112,0,"???"
4000,"1.01E+11",190,4112,0,"???"
4000,"1.01E+11",290,4112,0,"???"
4000,"1.01E+11",1630,4112,0,"???"
4000,"1.01E+11",353,4814,0,"???"
4000,"1.01E+11",500,5999,0,"???"
4000,"1.01E+11",500,5999,0,"???"
4000,"1.01E+11",1000,5999,0,"???"
4000,"1.01E+11",491.62,4814,0,"???"
4000,"1.01E+11",2087,5999,0,"???"
4000,"1.01E+11",2000,5999,0,"???"
4000,"1.01E+11",1000,5999,0,"???"
4000,"1.01E+11",4000,5999,0,"???"
4000,"1.01E+11",540,4112,0,"???"
4000,"1.01E+11",1000,5999,0,"???"
4000,"1.01E+11",100,5999,0,"???"
4000,"1.01E+11",100,5999,0,"???"
4000,"1.01E+11",100,5999,0,"???"
4000,"1.01E+11",100,5999,0,"???"
4000,"1.01E+11",1100,5999,0,"???"
4000,"1.01E+11",31,5999,0,"???"
4000,"1.01E+11",3000,5999,0,"???"
4000,"1.01E+11",5000,5999,122,"???"
4000,"1.01E+11",2000,5999,0,"???"
4000,"1.01E+11",2000,5999,0,"???"
4000,"1.01E+11",3000,5999,0,"???"
4000,"1.01E+11",2000,5999,122,"???"
4000,"1.01E+11",2000,5999,122,"???"
4000,"1.01E+11",5000,5999,122,"???"
4000,"1.01E+11",686,5999,0,"???"
4000,"1.01E+11",5000,5999,0,"???"
4000,"1.01E+11",1550,5999,0,"???"
4000,"1.01E+11",1067,5999,0,"???"
4000,"1.01E+11",1300,5999,0,"???"
4000,"1.01E+11",648,4814,0,"???"
4000,"1.01E+11",5000,5999,0,"???"
4000,"1.01E+11",5000,5999,0,"???"
4000,"1.01E+11",415,4814,100,"???"
4000,"1.01E+11",236.84,7399,0,"???"
4000,"1.01E+11",505.7,5999,0,"???"
4000,"1.01E+11",1389.25,5999,0,"???"
4000,"1.01E+11",839,4900,0,"???"
4000,"1.01E+11",614,4814,0,"???"
4000,"1.01E+11",2917,5999,0,"???"
4000,"1.01E+11",470,4814,0,"???"
4000,"1.01E+11",5000,5999,0,"???"
4000,"1.01E+11",4425,4900,0,"???"
4000,"1.01E+11",1066,5999,0,"???"
4000,"1.01E+11",290,4722,0,"???"
4000,"1.01E+11",500,4814,0,"???"
4000,"1.01E+11",500,4814,0,"???"
4000,"1.01E+11",1000,4814,0,"???"
4000,"1.01E+11",50,4814,0,"???"
4000,"1.01E+11",7700,5999,0,"???"
4000,"1.01E+11",5000,5999,0,"???"
4000,"1.01E+11",2000,5999,0,"???"
4000,"1.01E+11",409,5999,0,"???"
4000,"1.01E+11",41005.9,5999,0,"???"
4000,"1.01E+11",2000,5999,0,"???"
4000,"1.01E+11",40,5999,0,"???"
4000,"1.01E+11",200,5999,0,"???"
4000,"1.01E+11",5000,5999,100,"???"
4000,"1.01E+11",10,5999,100,"???"
4000,"1.01E+11",1,5999,100,"???"
4000,"1.01E+11",3000,5999,0,"???"
4000,"1.01E+11",411.15,7399,0,"???"
4000,"1.01E+11",253.01,5511,0,"???"
4000,"1.01E+11",100,5999,0,"???"
4000,"1.01E+11",2743,4900,0,"???"
4000,"1.01E+11",10000,5999,0,"???"
4000,"1.01E+11",1000,5999,0,"???"
4000,"1.01E+11",2274,4900,0,"???"
4000,"1.01E+11",2758,4900,0,"???"
4000,"1.01E+11",10000,5999,0,"???"
4000,"1.01E+11",5000,5999,0,"???"
4000,"1.01E+11",1650.82,5999,0,"???"
4000,"1.01E+11",13574,5999,0,"???"
4000,"1.01E+11",50005.9,5999,0,"???"
4000,"1.01E+11",1677,4722,0,"???"
4000,"1.01E+11",1000,5999,0,"???"
4000,"1.01E+11",233.92,7399,0,"???"
4000,"1.01E+11",3000,5999,0,"???"
4000,"1.01E+11",265,4900,0,"???"
4000,"1.01E+11",350,5999,0,"???"
4000,"1.01E+11",95,4112,0,"???"
4000,"1.01E+11",210,4112,0,"???"
4000,"1.01E+11",1,5999,0,"???"
4000,"1.01E+11",214.22,5999,0,"???"
4000,"1.01E+11",20000,5999,116,"???"
4000,"1.01E+11",15000,5999,116,"???"
4000,"1.01E+11",20000,5999,116,"???"
4000,"1.01E+11",20000,5999,116,"???"
4000,"1.01E+11",433,5999,0,"???"
4000,"1.01E+11",597,5999,0,"???"
4000,"1.01E+11",1000,5999,0,"???"
4000,"1.01E+11",3000,5999,0,"???"
4000,"1.01E+11",1665,5999,0,"???"
4000,"1.01E+11",117,4814,0,"???"
4000,"1.01E+11",197,4814,0,"???"
4000,"1.01E+11",185,4814,0,"???"
4000,"1.01E+11",300,5999,0,"???"
4000,"1.01E+11",1000,5999,0,"???"
4000,"1.01E+11",80,4814,0,"???"
4000,"1.01E+11",209,5999,0,"???"
4000,"1.01E+11",2000,5999,0,"???"
4000,"1.01E+11",500,5999,0,"???"
4000,"1.01E+11",125,5999,0,"???"
4000,"1.01E+11",4000,5999,0,"???"
4000,"1.01E+11",349,5999,0,"???"
4000,"1.01E+11",135,5999,0,"???"
4000,"1.01E+11",203.92,7399,0,"???"
4000,"1.01E+11",203.92,7399,122,"???"
4000,"1.01E+11",530,4900,0,"???"
4000,"1.01E+11",7000,4814,0,"???"
4000,"1.01E+11",650,5999,0,"???"
4000,"1.01E+11",5,5999,0,"???"
4000,"1.01E+11",5,5999,0,"???"
4000,"1.01E+11",192,5999,0,"???"
4000,"1.01E+11",192,5999,122,"???"
4000,"1.01E+11",1000,5999,0,"???"
4000,"1.01E+11",3770,4900,0,"???"
4000,"1.01E+11",1578,4899,0,"???"
4000,"1.01E+11",370,4112,0,"???"
4000,"1.01E+11",14000,5999,0,"???"
4000,"1.01E+11",500,5999,0,"???"
4000,"1.01E+11",2133,5999,0,"???"
4000,"1.01E+11",856,5999,0,"???"
4000,"1.01E+11",707,4814,0,"???"
4000,"1.01E+11",22847,4722,0,"???"
4000,"1.01E+11",15000,5999,0,"???"
4000,"1.01E+11",25750,5999,0,"???"
4000,"1.01E+11",25000,5999,0,"???"
4000,"1.01E+11",1000,5999,0,"???"
4000,"1.01E+11",500,5999,0,"???"
4000,"1.01E+11",197.76,7399,0,"???"
4000,"1.01E+11",10000,5999,0,"???"
4000,"1.01E+11",31000,5999,0,"???"
4000,"1.01E+11",1880,4900,0,"???"
4000,"1.01E+11",359,5999,0,"???"
4000,"1.01E+11",500,5999,0,"???"
4000,"1.01E+11",1000,5999,0,"???"
4000,"1.01E+11",200,5999,0,"???"
4000,"1.01E+11",472,4814,0,"???"
4000,"1.01E+11",9.82,5999,0,"???"
4000,"1.01E+11",113.7,5999,0,"???"
4000,"1.01E+11",100,4814,0,"???"
4000,"1.01E+11",5000,5999,0,"???"
4000,"1.01E+11",5000,5999,0,"???"
4000,"1.01E+11",5000,5999,0,"???"
4000,"1.01E+11",5000,5999,0,"???"
4000,"1.01E+11",4000,5999,0,"???"
4000,"1.01E+11",515,5999,0,"???"
4000,"1.01E+11",1000,5999,0,"???"
4000,"1.01E+11",500,5999,0,"???"
4000,"1.01E+11",790,5999,0,"???"
4000,"1.01E+11",2000,5999,0,"???"
4000,"1.01E+11",1900,5999,0,"???"
4000,"1.01E+11",406,4814,0,"???"
4000,"1.01E+11",5000,5999,0,"???"
4000,"1.01E+11",250,5999,0,"???"
4000,"1.01E+11",509,4814,0,"???"
4000,"1.01E+11",399,5999,0,"???"
4000,"1.01E+11",659,7399,0,"???"
4000,"1.01E+11",2054.94,4900,0,"???"
4000,"1.01E+11",5000,5999,0,"???"
4000,"1.01E+11",14000,5999,0,"???"
4000,"1.01E+11",459,4814,0,"???"
4000,"1.01E+11",1000,5999,0,"???"
4000,"1.01E+11",20.2,5999,0,"???"
4000,"1.01E+11",161,7399,0,"???"
4000,"1.01E+11",1500,5999,0,"???"
4000,"1.01E+11",1500,5999,0,"???"
4000,"1.01E+11",1797,4722,0,"???"
4000,"1.01E+11",3000,5999,0,"???"
4000,"1.01E+11",1620,4112,0,"???"
4000,"1.01E+11",3000,5999,0,"???"
4000,"1.01E+11",5150,5999,0,"???"
4000,"1.01E+11",7000,5999,0,"???"
4000,"1.01E+11",3726,5999,0,"???"
4000,"1.01E+11",500,5999,0,"???"
4000,"1.01E+11",2100,5999,0,"???"
4000,"1.01E+11",3000,5999,0,"???"
4000,"1.01E+11",5000,5999,0,"???"
4000,"1.01E+11",12931.3,6300,0,"???"
4000,"1.01E+11",2650,4722,0,"???"
4000,"1.01E+11",671,5999,0,"???"
4000,"1.01E+11",2165,5999,0,"???"
4000,"1.01E+11",500,5999,0,"???"
4000,"1.01E+11",559,4814,0,"???"
4000,"1.01E+11",350,5999,0,"???"
4000,"1.01E+11",3890,5999,0,"???"
4000,"1.01E+11",1170,5999,0,"???"
4000,"1.01E+11",550,5999,0,"???"
4000,"1.01E+11",500,5999,0,"???"
4000,"1.01E+11",2000,5999,0,"???"
4000,"1.01E+11",5000,5999,0,"???"
4000,"1.01E+11",10000,5999,0,"???"
4000,"1.01E+11",20000,5999,0,"???"
4000,"1.01E+11",1000,5999,101,"???"
4000,"1.01E+11",2000,5999,0,"???"
4000,"1.01E+11",1000,5999,0,"???"
4000,"1.01E+11",60005.9,5999,116,"???"
4000,"1.01E+11",55005.9,5999,0,"???"
4000,"1.01E+11",291.47,5999,0,"???"
4000,"1.01E+11",500,4814,0,"???"
4000,"1.01E+11",2000,5999,122,"???"
4000,"1.01E+11",6000,5999,0,"???"
4000,"1.01E+11",25000,5999,0,"???"
4000,"1.01E+11",2000,5999,0,"???"
4000,"1.01E+11",9872,5999,0,"???"
4000,"1.01E+11",2000,5999,0,"???"
4000,"1.01E+11",5000,5999,0,"???"
4000,"1.01E+11",531.04,5999,0,"???"
4000,"1.01E+11",12000,5999,0,"???"
4000,"1.01E+11",1061,4814,0,"???"
4000,"1.01E+11",500,5999,0,"???"
4000,"1.01E+11",210,5999,0,"???"
4000,"1.01E+11",300,5999,0,"???"
4000,"1.01E+11",3604,4722,0,"???"
4000,"1.01E+11",4957.79,5999,0,"???"
4000,"1.01E+11",499,4814,0,"???"
4000,"1.01E+11",500,5999,0,"???"
4000,"1.01E+11",500,5999,0,"???"
4000,"1.01E+11",500,5999,0,"???"
4000,"1.01E+11",500,5999,0,"???"
4000,"1.01E+11",12244,5999,0,"???"
4000,"1.01E+11",500,5999,0,"???"
4000,"1.01E+11",500,5999,0,"???"
4000,"1.01E+11",500,5999,0,"???"
4000,"1.01E+11",500,5999,0,"???"
4000,"1.01E+11",5000,5999,0,"???"
4000,"1.01E+11",500,5999,0,"???"
4000,"1.01E+11",500,5999,0,"???"
4000,"1.01E+11",200,5999,0,"???"
4000,"1.01E+11",858.4,7399,0,"???"
4000,"1.01E+11",3500,5999,0,"???"
4000,"1.01E+11",35,5999,0,"???"
4000,"1.01E+11",90,5999,0,"???"
4000,"1.01E+11",350,5999,0,"???"
4000,"1.01E+11",500,5999,0,"???"
4000,"1.01E+11",177,5999,0,"???"
4000,"1.01E+11",220,5999,0,"???"
4000,"1.01E+11",52.28,5999,0,"???"
4000,"1.01E+11",400,5999,0,"???"
4000,"1.01E+11",10000,5999,0,"???"
4000,"1.01E+11",1190,4900,0,"???"
4000,"1.01E+11",2000,5999,0,"???"
4000,"1.01E+11",20,4814,0,"???"
4000,"1.01E+11",1000,5999,0,"???"
4000,"1.01E+11",500,5999,0,"???"
4000,"1.01E+11",3000,5999,0,"???"
4000,"1.01E+11",5000,5999,0,"???"
4000,"1.01E+11",11999,5999,0,"???"
4000,"1.01E+11",1315.24,6300,0,"???"
4000,"1.01E+11",39999,5999,0,"???"
4000,"1.01E+11",11999,5999,0,"???"
4000,"1.01E+11",11999,5999,0,"???"
4000,"1.01E+11",11999,5999,0,"???"
4000,"1.01E+11",11999,5999,0,"???"
4000,"1.01E+11",23998,5999,0,"???"
4000,"1.01E+11",23998,5999,0,"???"
4000,"1.01E+11",11999,5999,0,"???"
4000,"1.01E+11",11999,5999,0,"???"
4000,"1.01E+11",11999,5999,0,"???"
4000,"1.01E+11",442,4900,0,"???"
4000,"1.01E+11",140.12,7399,0,"???"
4000,"1.01E+11",969.22,5999,0,"???"
4000,"1.01E+11",707,4814,0,"???"
4000,"1.01E+11",8000,5999,0,"???"
4000,"1.01E+11",755.58,7399,0,"???"
4000,"1.01E+11",252.86,7399,0,"???"
4000,"1.01E+11",87,5999,0,"???"
4000,"1.01E+11",4000,4814,0,"???"
4000,"1.01E+11",200,5999,0,"???"
4000,"1.01E+11",592,4814,0,"???"
4000,"1.01E+11",1350,5999,0,"???"
4000,"1.01E+11",1000,5999,0,"???"
4000,"1.01E+11",230,5999,0,"???"
4000,"1.01E+11",3200,5999,0,"???"
4000,"1.01E+11",42.6,5511,0,"???"
4000,"1.01E+11",31.9,5511,0,"???"
4000,"1.01E+11",183.3,5511,0,"???"
4000,"1.01E+11",63,5511,0,"???"
4000,"1.01E+11",586.67,5511,0,"???"
4000,"1.01E+11",358.72,4814,0,"???"
4000,"1.01E+11",363.15,4814,0,"???"
4000,"1.01E+11",798,4900,0,"???"
4000,"1.01E+11",5000,4814,0,"???"
4000,"1.01E+11",100,4814,0,"???"
4000,"1.01E+11",239,7399,0,"???"
4000,"1.01E+11",2451.62,5999,0,"???"
4000,"1.01E+11",3035.83,4900,0,"???"
4000,"1.01E+11",12330,4900,0,"???"
4000,"1.01E+11",647,4722,0,"???"
4000,"1.01E+11",39000,5999,0,"???"
4000,"1.01E+11",6120,4900,116,"???"
4000,"1.01E+11",15450,4900,116,"???"
4000,"1.01E+11",30000,5999,0,"???"
4000,"1.01E+11",20000,5999,0,"???"
4000,"1.01E+11",5,5999,0,"???"
4000,"1.01E+11",10000,5999,0,"???"
4000,"1.01E+11",2000,5999,0,"???"
4000,"1.01E+11",31892.18,6300,0,"???"
4000,"1.01E+11",507.24,6300,0,"???"
4000,"1.01E+11",300,5999,0,"???"
4000,"1.01E+11",500,5999,122,"???"
4000,"1.01E+11",500,5999,0,"???"
4000,"1.01E+11",2000,5999,0,"???"
4000,"1.01E+11",399,4814,0,"???"
4000,"1.01E+11",1325,4814,0,"???"
4000,"1.01E+11",899.1,5999,0,"???"
4000,"1.01E+11",2000,5999,0,"???"
4000,"1.01E+11",5,5999,0,"???"
4000,"1.01E+11",1000,5999,0,"???"
4000,"1.01E+11",3000,5999,0,"???"
4000,"1.01E+11",300,4814,0,"???"
4000,"1.01E+11",425,4814,0,"???"
4000,"1.01E+11",606,5999,0,"???"
4000,"1.01E+11",2520,4900,0,"???"
4000,"1.01E+11",244.08,4900,0,"???"
4000,"1.01E+11",1500,5999,0,"???"
4000,"1.01E+11",399.12,5999,0,"???"
4000,"1.01E+11",505.9,5999,0,"???"
4000,"1.01E+11",40005.9,5999,0,"???"
4000,"1.01E+11",35005.9,5999,0,"???"
4000,"1.01E+11",24380.9,5999,0,"???"
4000,"1.01E+11",1395,4112,0,"???"
4000,"1.01E+11",815,4112,0,"???"
4000,"1.01E+11",500,5999,0,"???"
4000,"1.01E+11",120.72,5999,0,"???"
4000,"1.01E+11",140,5999,0,"???"
4000,"1.01E+11",100,5999,0,"???"
4000,"1.01E+11",645,5999,0,"???"
4000,"1.01E+11",2200,5999,0,"???"
4000,"1.01E+11",50,4814,0,"???"
4000,"1.01E+11",147,5999,0,"???"
4000,"1.01E+11",3058,4722,0,"???"
4000,"1.01E+11",49,5999,0,"???"
4000,"1.01E+11",120,5999,0,"???"
4000,"1.01E+11",617.52,7399,0,"???"
4000,"1.01E+11",1000,5999,0,"???"
4000,"1.01E+11",3000,5999,0,"???"
4000,"1.01E+11",150,4900,0,"???"
4000,"1.01E+11",8627,5999,0,"???"
4000,"1.01E+11",500,5999,0,"???"
4000,"1.01E+11",5000,5999,0,"???"
4000,"1.01E+11",2000,5999,0,"???"
4000,"1.01E+11",3500,5999,0,"???"
4000,"1.01E+11",2500,5999,116,"???"
4000,"1.01E+11",5000,5999,0,"???"
4000,"1.01E+11",20000,5999,0,"???"
4000,"1.01E+11",20000,5999,0,"???"
4000,"1.01E+11",5000,5999,0,"???"
4000,"1.01E+11",5000,5999,0,"???"
4000,"1.01E+11",3251,4722,0,"???"
4000,"1.01E+11",1552.28,5999,0,"???"
4000,"1.01E+11",10299,5999,0,"???"
4000,"1.01E+11",548.03,5999,122,"???"
4000,"1.01E+11",120,5999,0,"???"
4000,"1.01E+11",550,5999,0,"???"
4000,"1.01E+11",499,5999,0,"???"
4000,"1.01E+11",4250,4900,0,"???"
4000,"1.01E+11",2682,4814,0,"???"
4000,"1.01E+11",500,5999,0,"???"
4000,"1.01E+11",188.97,4814,0,"???"
4000,"1.01E+11",175.74,4814,0,"???"
4000,"1.01E+11",457,4814,0,"???"
4000,"1.01E+11",175.28,4814,0,"???"
4000,"1.01E+11",175.28,4814,0,"???"
4000,"1.01E+11",178.5,4814,0,"???"
4000,"1.01E+11",172.15,5511,0,"???"
4000,"1.01E+11",313.77,4814,0,"???"
4000,"1.01E+11",203.36,4814,0,"???"
4000,"1.01E+11",59,5511,0,"???"
4000,"1.01E+11",372.73,4814,0,"???"
4000,"1.01E+11",234.28,4814,0,"???"
4000,"1.01E+11",86.52,7399,0,"???"
4000,"1.01E+11",662.16,4900,0,"???"
4000,"1.01E+11",185.72,4900,0,"???"
4000,"1.01E+11",1700,4814,0,"???"
4000,"1.01E+11",763,5999,0,"???"
4000,"1.01E+11",2000,5999,0,"???"
4000,"1.01E+11",309570,4900,0,"???"
4000,"1.01E+11",4400,4900,0,"???"
4000,"1.01E+11",2000,5999,0,"???"
4000,"1.01E+11",5000,5999,0,"???"
4000,"1.01E+11",5000,5999,0,"???"
4000,"1.01E+11",200,5999,0,"???"
4000,"1.01E+11",620.88,7399,0,"???"
4000,"1.01E+11",2500,5999,0,"???"
4000,"1.01E+11",8226,5999,116,"???"
4000,"1.01E+11",7926,5999,0,"???"
4000,"1.01E+11",7499,5999,0,"???"
4000,"1.01E+11",8226,5999,116,"???"
4000,"1.01E+11",448,5999,0,"???"
4000,"1.01E+11",450,5999,0,"???"
4000,"1.01E+11",606,4814,0,"???"
4000,"1.01E+11",1184.64,5999,0,"???"
4000,"1.01E+11",1133.58,5999,0,"???"
4000,"1.01E+11",1307.19,5999,0,"???"
4000,"1.01E+11",20000,5999,116,"???"
4000,"1.01E+11",302,4814,0,"???"
4000,"1.01E+11",500,5999,122,"???"
4000,"1.01E+11",500,5999,122,"???"
4000,"1.01E+11",500,5999,122,"???"
4000,"1.01E+11",498.58,7399,101,"???"
4000,"1.01E+11",8700,5999,116,"???"
4000,"1.01E+11",7800,5999,0,"???"
4000,"1.01E+11",8500,5999,116,"???"
4000,"1.01E+11",1000,5999,0,"???"
4000,"1.01E+11",1296,4814,0,"???"
4000,"1.01E+11",2001,5999,0,"???"
4000,"1.01E+11",1000,5999,0,"???"
4000,"1.01E+11",1500,5999,0,"???"
4000,"1.01E+11",100,5999,0,"???"
4000,"1.01E+11",100,5999,0,"???"
4000,"1.01E+11",15001,5999,0,"???"
4000,"1.01E+11",10000,5999,0,"???"
4000,"1.01E+11",468.08,7399,101,"???"
4000,"1.01E+11",2574.4,5999,0,"???"
4000,"1.01E+11",433.92,7399,0,"???"
4000,"1.01E+11",461,7399,0,"???"
4000,"1.01E+11",613,7399,0,"???"
4000,"1.01E+11",500,5999,122,"???"
4000,"1.01E+11",3000,5999,0,"???"
4000,"1.01E+11",149,4814,0,"???"
4000,"1.01E+11",10000,5999,116,"???"
4000,"1.01E+11",10000,5999,116,"???"
4000,"1.01E+11",10000,5999,116,"???"
4000,"1.01E+11",433.92,7399,122,"???"
4000,"1.01E+11",3293,4722,0,"???"
4000,"1.01E+11",5000,5944,0,"???"
4000,"1.01E+11",140,4722,0,"???"
4000,"1.01E+11",1,4722,0,"???"
4000,"1.01E+11",1121,5999,0,"???"
4000,"1.01E+11",2100,5999,0,"???"
4000,"1.01E+11",220,4814,0,"???"
4000,"1.01E+11",300,7399,101,"???"
4000,"1.01E+11",300,7399,101,"???"
4000,"1.01E+11",10000,5999,0,"???"
4000,"1.01E+11",10000,5999,0,"???"
4000,"1.01E+11",10000,5999,0,"???"
4000,"1.01E+11",500,5999,0,"???"
4000,"1.01E+11",100,5999,0,"???"
4000,"1.01E+11",100,5999,0,"???"
4000,"1.01E+11",732,5999,0,"???"
4000,"1.01E+11",1000,5999,0,"???"
4000,"1.01E+11",2023,4814,0,"???"
4000,"1.01E+11",2500,5999,0,"???"
4000,"1.01E+11",35,5999,0,"???"
4000,"1.01E+11",1015,5999,0,"???"
4000,"1.01E+11",1200,5999,0,"???"
4000,"1.01E+11",4000,5999,0,"???"
4000,"1.01E+11",20279.87,6300,0,"???"
4000,"1.01E+11",4090,4900,0,"???"
4000,"1.01E+11",1000.64,4814,0,"???"
4000,"1.01E+11",765,4814,0,"???"
4000,"1.01E+11",594.58,4814,0,"???"
4000,"1.01E+11",6551,4814,0,"???"
4000,"1.01E+11",1240,5999,0,"???"
4000,"1.01E+11",1100,4814,0,"???"
4000,"1.01E+11",247.5,5999,0,"???"
4000,"1.01E+11",200,5999,0,"???"
4000,"1.01E+11",350,5999,0,"???"
4000,"1.01E+11",1000,5999,0,"???"
4000,"1.01E+11",1999,5999,0,"???"
4000,"1.01E+11",375,4112,0,"???"
4000,"1.01E+11",8003,5999,0,"???"
4000,"1.01E+11",649,4814,0,"???"
4000,"1.01E+11",461,4814,0,"???"
4000,"1.01E+11",176,5999,0,"???"
4000,"1.01E+11",566,4900,0,"???"
4000,"1.01E+11",505,4900,0,"???"
4000,"1.01E+11",904,4722,0,"???"
4000,"1.01E+11",2000,5999,116,"???"
4000,"1.01E+11",41.59,5999,0,"???"
4000,"1.01E+11",930,4112,0,"???"
4000,"1.01E+11",627,5999,0,"???"
4000,"1.01E+11",14459,4722,0,"???"
4000,"1.01E+11",999,5999,0,"???"
4000,"1.01E+11",12000,5999,0,"???"
4000,"1.01E+11",10000,5999,0,"???"
4000,"1.01E+11",600,5999,0,"???"
4000,"1.01E+11",1178,5999,0,"???"
4000,"1.01E+11",4320,4900,0,"???"
4000,"1.01E+11",7420,4900,0,"???"
4000,"1.01E+11",500,5999,0,"???"
